lzc_mode0,lzc_mode1,lzc_mode2,lzc_mode3,lzc_mode4,BIS
1488,1322,1147,1224,1036,95.3
1487,1314,1149,1231,1043,95.8
1483,1300,1144,1233,1051,95.8
1491,1304,1145,1247,1057,95.8
1513,1313,1148,1246,1061,95.9
1527,1310,1149,1264,1069,95.7
1521,1308,1146,1265,1065,95.5
1532,1309,1146,1266,1065,95.5
1522,1293,1144,1253,1060,95.5
1531,1302,1152,1260,1065,95.5
1563,1320,1163,1282,1083,95.5
1588,1334,1170,1293,1090,96.0
1578,1322,1169,1292,1102,95.8
1584,1325,1174,1292,1104,95.8
1587,1331,1183,1285,1104,95.8
1613,1337,1187,1298,1108,95.8
1642,1365,1196,1299,1107,95.8
1644,1370,1193,1296,1102,95.9
1645,1372,1197,1304,1101,95.9
1626,1357,1199,1293,1096,95.9
1603,1310,1184,1301,1096,96.0
1584,1304,1174,1300,1102,96.0
1606,1320,1185,1304,1095,96.0
1613,1334,1186,1298,1099,96.0
1599,1321,1189,1297,1109,96.0
1572,1303,1176,1302,1111,96.0
1527,1267,1161,1303,1107,96.0
1502,1260,1158,1310,1109,96.0
1498,1269,1156,1315,1110,95.8
1499,1243,1148,1328,1109,95.5
1512,1246,1149,1316,1115,94.7
1523,1246,1145,1304,1115,95.1
1530,1249,1144,1308,1110,95.4
1524,1232,1134,1307,1112,95.2
1543,1238,1137,1312,1103,95.2
1558,1253,1142,1305,1105,95.2
1557,1247,1137,1299,1107,95.2
1546,1244,1136,1288,1091,95.2
1529,1233,1131,1279,1086,95.2
1531,1232,1132,1287,1086,95.2
1514,1222,1126,1285,1091,95.2
1516,1213,1127,1294,1098,95.2
1503,1184,1122,1294,1101,95.2
1490,1166,1111,1290,1094,95.2
1500,1173,1097,1295,1101,95.2
1511,1181,1099,1299,1103,95.2
1517,1187,1104,1310,1107,94.6
1523,1182,1105,1312,1109,94.6
1511,1175,1100,1316,1108,94.6
1505,1163,1099,1315,1112,94.2
1476,1150,1082,1314,1110,93.3
1467,1139,1071,1305,1108,93.3
1456,1131,1066,1294,1094,93.5
1443,1140,1069,1289,1096,93.5
1448,1155,1075,1289,1107,93.5
1436,1154,1067,1282,1103,94.3
1432,1147,1063,1287,1095,93.7
1447,1156,1072,1282,1103,94.2
1474,1165,1087,1322,1146,94.0
1473,1179,1095,1328,1145,94.7
1464,1163,1089,1330,1146,95.1
1444,1162,1084,1303,1139,95.1
1429,1164,1081,1310,1140,95.1
1427,1165,1084,1313,1138,95.1
1438,1165,1092,1319,1140,95.1
1423,1161,1094,1318,1133,95.1
1380,1151,1086,1293,1119,95.1
1378,1139,1085,1282,1107,95.1
1383,1138,1083,1282,1102,95.1
1384,1155,1073,1280,1090,95.1
1402,1164,1082,1285,1102,95.1
1406,1161,1082,1289,1102,95.9
1370,1128,1079,1280,1105,96.3
1355,1109,1065,1270,1102,96.2
1375,1105,1067,1261,1089,96.2
1385,1119,1069,1235,1086,96.2
1404,1151,1079,1227,1093,96.3
1426,1177,1081,1215,1080,97.0
1401,1165,1075,1223,1089,97.3
1392,1156,1073,1219,1086,97.3
1404,1153,1084,1228,1079,97.3
1418,1163,1097,1248,1086,97.3
1424,1172,1096,1239,1083,97.3
1417,1166,1095,1242,1089,97.4
1418,1174,1111,1247,1092,97.4
1441,1201,1113,1261,1093,97.4
1471,1214,1120,1264,1093,97.4
1487,1215,1123,1264,1088,97.3
1494,1219,1123,1266,1088,97.4
1518,1250,1138,1264,1093,97.4
1532,1255,1135,1259,1091,97.4
1510,1249,1134,1259,1089,97.5
1502,1271,1129,1264,1090,97.3
1514,1276,1137,1267,1103,97.3
1520,1280,1141,1279,1104,97.3
1531,1290,1145,1284,1116,97.2
1546,1304,1155,1290,1124,97.1
1565,1309,1165,1294,1139,97.1
1579,1323,1172,1294,1132,96.7
1585,1325,1180,1295,1141,96.6
1591,1339,1189,1298,1137,96.6
1592,1332,1195,1300,1136,96.6
1575,1319,1192,1301,1127,96.6
1572,1324,1190,1309,1129,96.6
1596,1335,1203,1319,1141,96.6
1592,1330,1203,1334,1143,95.8
1616,1345,1200,1352,1155,96.9
1642,1357,1214,1366,1156,96.9
1627,1346,1214,1375,1162,96.3
1631,1342,1219,1387,1170,96.3
1600,1310,1200,1394,1173,96.3
1625,1328,1207,1393,1178,96.3
1641,1349,1213,1404,1183,96.3
1647,1362,1217,1425,1189,96.3
1634,1362,1202,1394,1140,96.3
1655,1365,1207,1394,1148,96.3
1638,1355,1200,1389,1144,96.3
1647,1352,1204,1396,1146,96.3
1662,1354,1209,1402,1149,96.3
1651,1349,1196,1405,1147,96.5
1646,1340,1187,1400,1140,96.5
1652,1345,1191,1411,1149,96.5
1670,1371,1205,1422,1156,96.5
1677,1370,1213,1441,1171,96.5
1678,1371,1212,1441,1177,96.5
1655,1354,1205,1443,1191,96.5
1619,1334,1191,1439,1181,96.5
1584,1336,1185,1437,1175,96.5
1578,1343,1182,1436,1174,96.5
1570,1352,1181,1446,1175,96.5
1563,1348,1186,1444,1191,96.4
1572,1344,1187,1446,1188,96.4
1556,1319,1177,1447,1202,96.4
1559,1304,1169,1450,1209,96.4
1560,1309,1173,1451,1202,96.4
1555,1303,1178,1463,1211,96.5
1565,1316,1182,1457,1207,96.5
1570,1308,1175,1458,1197,96.5
1568,1310,1179,1457,1203,96.6
1584,1315,1176,1468,1198,96.3
1579,1308,1170,1464,1204,96.2
1558,1286,1167,1459,1207,96.2
1526,1276,1159,1476,1203,96.2
1516,1268,1169,1481,1205,96.2
1518,1277,1169,1486,1213,96.2
1493,1267,1166,1483,1211,96.3
1481,1256,1162,1492,1209,96.2
1500,1263,1169,1496,1217,96.2
1492,1236,1176,1506,1225,96.6
1469,1226,1162,1513,1219,96.6
1479,1229,1161,1504,1218,96.6
1469,1222,1153,1512,1223,96.6
1458,1205,1147,1527,1217,96.7
1456,1198,1144,1527,1206,96.7
1447,1202,1133,1537,1206,97.0
1423,1198,1134,1539,1204,97.2
1408,1181,1119,1533,1214,97.4
1395,1182,1105,1540,1218,97.3
1383,1176,1114,1553,1223,97.3
1385,1182,1110,1568,1230,97.3
1361,1165,1105,1572,1231,97.3
1367,1159,1107,1578,1233,97.3
1341,1153,1104,1562,1230,97.3
1329,1145,1099,1561,1228,97.3
1315,1136,1097,1563,1226,97.3
1301,1124,1091,1554,1213,97.4
1307,1133,1089,1563,1205,97.4
1290,1119,1081,1573,1202,97.3
1278,1109,1079,1563,1190,97.3
1239,1080,1068,1554,1190,97.3
1256,1084,1070,1554,1211,97.3
1244,1070,1056,1563,1207,97.3
1217,1063,1057,1579,1215,97.3
1201,1058,1052,1578,1223,97.4
1194,1057,1045,1585,1219,97.4
1197,1075,1058,1596,1221,97.4
1204,1070,1061,1598,1225,97.4
1192,1057,1055,1589,1227,97.4
1167,1025,1051,1590,1214,97.4
1168,1020,1032,1578,1217,97.4
1124,987,1020,1578,1208,97.4
1122,980,1025,1590,1230,97.4
1121,968,1021,1602,1227,97.4
1106,969,1009,1613,1225,97.4
1113,972,1014,1620,1237,97.4
1086,950,1006,1626,1249,97.4
1059,940,1006,1636,1254,97.4
1045,922,999,1647,1256,97.4
1035,923,1007,1659,1261,97.4
1044,925,996,1667,1272,97.4
1016,910,996,1669,1274,97.4
1006,894,995,1676,1286,97.4
945,865,982,1675,1292,97.4
921,851,995,1671,1297,97.4
897,831,973,1691,1299,97.4
881,846,965,1708,1319,97.4
913,876,973,1709,1328,97.4
971,883,986,1714,1352,97.4
1012,916,1013,1737,1389,97.4
